customer_id,gender,age,is_under_30,is_senior_citizen,has_partner,has_dependents,number_of_dependents
4140-muhug,female,73,0,1,0,0,0
1587-fklzb,male,79,0,1,1,0,0
5440-flbqg,male,69,0,1,1,0,0
2774-lvqus,female,65,0,1,1,0,0
4612-thjbs,female,68,0,1,0,0,0
4094-nsedu,female,79,0,1,0,0,0
1846-xwoqn,female,80,0,1,0,0,0
3757-njybx,male,77,0,1,1,0,0
9898-kzqdz,female,65,0,1,1,0,0
8263-jqaik,male,66,0,1,0,0,0
2205-ymzzj,male,75,0,1,0,0,0
1254-izeyf,female,74,0,1,0,0,0
9221-otivj,female,80,0,1,0,0,0
5908-qmgoe,male,74,0,1,0,0,0
0397-gzbbc,male,70,0,1,1,0,0
7641-euyet,male,76,0,1,1,0,0
8922-liegh,female,72,0,1,0,0,0
8245-umpyt,female,66,0,1,0,0,0
5186-samnz,male,75,0,1,0,0,0
5373-sfodm,male,65,0,1,1,0,0
0022-tcjci,male,79,0,1,0,0,0
5130-iekqt,male,73,0,1,0,0,0
3269-atywd,male,79,0,1,0,0,0
0354-wyrok,female,70,0,1,1,0,0
7576-oywbn,male,71,0,1,0,0,0
5539-tmzlf,male,69,0,1,0,0,0
3336-jorso,female,70,0,1,0,0,0
6861-xwtwq,male,71,0,1,1,0,0
4283-futgf,male,67,0,1,0,0,0
2397-brlom,male,67,0,1,1,0,0
8510-awcxc,female,69,0,1,0,0,0
8225-btjau,male,75,0,1,0,0,0
1724-bquha,male,67,0,1,0,0,0
4826-xtsoh,male,66,0,1,1,0,0
2634-hczgt,male,71,0,1,1,0,0
7503-qqrvf,male,74,0,1,1,0,0
0709-tvgur,female,70,0,1,0,0,0
3001-cbhlq,male,76,0,1,1,0,0
4102-oqupx,male,67,0,1,1,0,0
3999-qgrjh,male,80,0,1,0,0,0
2454-rpbrz,female,67,0,1,1,0,0
2265-cywiv,female,68,0,1,1,0,0
4550-vbofe,male,69,0,1,1,0,0
7409-kiutl,female,80,0,1,0,0,0
1732-vhubq,female,73,0,1,1,0,0
0679-idstg,female,73,0,1,1,0,0
8802-unojf,male,65,0,1,0,0,0
6313-gidit,male,73,0,1,0,0,0
2845-afftx,male,78,0,1,1,0,0
2815-cptul,male,68,0,1,0,0,0
1891-fzysa,male,65,0,1,1,0,0
9685-wkzgt,male,67,0,1,0,0,0
6022-uggso,female,70,0,1,0,0,0
3923-csihk,female,69,0,1,1,0,0
3677-iyrbf,female,73,0,1,0,0,0
8118-lsuel,male,74,0,1,0,0,0
5277-zloor,female,78,0,1,0,0,0
4248-hcetz,male,77,0,1,1,0,0
9174-fkwze,female,70,0,1,0,0,0
5307-dzcvc,female,78,0,1,1,0,0
8679-joevf,female,75,0,1,0,0,0
4803-axvyp,female,75,0,1,0,0,0
5649-anrml,male,76,0,1,0,0,0
7395-igjos,male,70,0,1,1,0,0
7890-vyywg,male,67,0,1,1,0,0
9907-swkkf,female,69,0,1,0,0,0
6397-jnzzg,female,70,0,1,1,0,0
7779-lgovn,male,74,0,1,1,0,0
9710-zushq,female,77,0,1,0,0,0
3902-foigh,male,66,0,1,1,0,0
3318-osats,male,70,0,1,0,0,0
2636-alxxz,female,68,0,1,0,0,0
9885-csmwe,female,65,0,1,0,0,0
8058-jmeqo,female,76,0,1,0,0,0
7657-dyepj,male,73,0,1,0,0,0
8276-mqbyc,male,70,0,1,0,0,0
6015-vvhhe,female,68,0,1,0,0,0
2516-vqrrv,female,77,0,1,0,0,0
7580-ugxnc,female,73,0,1,0,0,0
5178-lmxop,male,71,0,1,1,0,0
7056-imhcc,male,69,0,1,1,0,0
8749-jmnkx,male,80,0,1,1,0,0
0917-ezola,male,66,0,1,1,0,0
8414-myshr,male,79,0,1,0,0,0
4988-iqigl,male,80,0,1,0,0,0
4706-axvkm,female,78,0,1,0,0,0
5889-jtmul,female,67,0,1,1,0,0
9026-rnujs,male,73,0,1,0,0,0
1624-naloj,male,75,0,1,0,0,0
6210-kbbpi,male,67,0,1,0,0,0
2260-ustrb,female,75,0,1,0,0,0
8623-tmrby,male,80,0,1,1,0,0
6900-pxrms,male,72,0,1,1,0,0
3346-brmis,female,70,0,1,1,0,0
2722-jmoni,female,73,0,1,1,0,0
7579-oopec,female,75,0,1,1,0,0
1771-oadnz,male,70,0,1,1,0,0
0612-rtzza,female,77,0,1,0,0,0
4433-jcgcg,male,80,0,1,1,0,0
9488-hgmjh,female,78,0,1,0,0,0
4818-qiufn,female,69,0,1,0,0,0
6961-vcpmc,male,71,0,1,1,0,0
4424-tkopw,male,70,0,1,0,0,0
4201-jmngr,female,66,0,1,0,0,0
1866-rzzqs,male,77,0,1,0,0,0
8631-nbhfz,male,71,0,1,1,0,0
4958-xcbdq,male,68,0,1,0,0,0
8337-upoaq,male,71,0,1,1,0,0
6712-oawrh,female,79,0,1,0,0,0
5914-dvbwj,female,80,0,1,0,0,0
8644-xlfbw,male,65,0,1,0,0,0
1833-vgrum,female,70,0,1,0,0,0
8374-xgejj,male,68,0,1,1,0,0
6946-lmsqs,male,80,0,1,1,0,0
4039-heunw,male,77,0,1,1,0,0
0812-wuptb,male,65,0,1,1,0,0
2403-bcasl,male,66,0,1,1,0,0
3871-ikpyh,male,70,0,1,0,0,0
1304-necvq,female,69,0,1,0,0,0
5655-jsmzm,male,66,0,1,0,0,0
4505-exzhb,female,75,0,1,0,0,0
8972-hjwnv,female,75,0,1,1,0,0
2860-ranus,female,67,0,1,0,0,0
0406-bpdvr,female,75,0,1,1,0,0
5276-kqwhg,female,74,0,1,0,0,0
9667-eqrxu,female,74,0,1,0,0,0
0946-cljti,male,67,0,1,1,0,0
0324-brpcj,female,74,0,1,1,0,0
9189-jwshv,female,69,0,1,1,0,0
0576-wnxxc,male,70,0,1,1,0,0
5482-plvpe,female,79,0,1,0,0,0
4902-ohlsk,female,76,0,1,0,0,0
0495-zbngw,male,78,0,1,1,0,0
2357-coqek,female,79,0,1,0,0,0
2034-cgrhz,male,73,0,1,0,0,0
9360-ahgnl,female,74,0,1,1,0,0
5485-wuywf,male,73,0,1,0,0,0
2632-ucgvd,male,71,0,1,1,0,0
6425-yqllo,female,68,0,1,1,0,0
2091-rffba,female,70,0,1,0,0,0
6899-ppeea,female,66,0,1,0,0,0
4597-nucqv,male,65,0,1,0,0,0
3754-dxmrt,male,78,0,1,0,0,0
7130-vtewq,female,74,0,1,0,0,0
1704-nrwye,female,79,0,1,0,0,0
7481-atqqs,female,76,0,1,0,0,0
0023-hghwl,male,67,0,1,0,0,0
1792-uxafy,female,80,0,1,0,0,0
6161-uuuta,male,77,0,1,0,0,0
6543-xrmyr,female,73,0,1,0,0,0
2479-bramr,male,74,0,1,1,0,0
3714-jtvov,female,76,0,1,1,0,0
8580-qvloc,female,78,0,1,1,0,0
2012-nwrpa,female,78,0,1,1,0,0
8808-eleho,male,66,0,1,0,0,0
9058-cbreo,female,69,0,1,0,0,0
8063-gbatb,female,74,0,1,0,0,0
1069-xaiem,female,68,0,1,0,0,0
6987-xqsjt,female,68,0,1,0,0,0
0722-troqr,female,68,0,1,0,0,0
6402-zfppi,female,75,0,1,0,0,0
9965-yokzb,male,73,0,1,0,0,0
0504-hhapi,female,72,0,1,0,0,0
3791-lgqcy,female,68,0,1,1,0,0
8166-zztfs,female,74,0,1,1,0,0
2956-ggucq,male,71,0,1,1,0,0
2778-oclgr,male,75,0,1,1,0,0
7067-ksazt,female,66,0,1,1,0,0
9300-agznl,male,76,0,1,0,0,0
1112-cunao,female,67,0,1,0,0,0
3389-ygyai,female,79,0,1,0,0,0
3070-dveyc,male,78,0,1,0,0,0
5707-orndz,male,79,0,1,0,0,0
8696-jkznu,female,78,0,1,0,0,0
2055-pdadh,female,71,0,1,0,0,0
2302-antdp,female,76,0,1,1,0,0
5233-geeax,male,65,0,1,0,0,0
7137-rylpp,male,75,0,1,1,0,0
3957-lxolk,female,75,0,1,0,0,0
5281-buzgt,male,69,0,1,0,0,0
2718-gaxqd,female,68,0,1,1,1,3
3217-fzdmn,female,66,0,1,0,0,0
7480-qnvzj,male,65,0,1,0,0,0
7124-ugsur,female,77,0,1,1,0,0
1862-skory,female,66,0,1,1,0,0
4816-jbhov,male,72,0,1,0,0,0
3247-zvouo,male,77,0,1,1,0,0
1268-asbga,female,66,0,1,1,0,0
4713-lzdrv,female,80,0,1,0,0,0
4325-nfskc,male,68,0,1,0,0,0
6502-hcjti,male,78,0,1,1,0,0
8258-gstjk,male,74,0,1,0,0,0
2995-uprys,female,74,0,1,1,0,0
6686-ypghk,male,65,0,1,0,0,0
8020-bwhyl,female,70,0,1,0,0,0
6892-xpfpu,male,70,0,1,1,0,0
8010-ezlou,male,75,0,1,0,0,0
8062-ybdoe,male,70,0,1,0,0,0
3672-yitqd,male,71,0,1,1,0,0
8988-ecpjr,female,79,0,1,1,0,0
3776-ektkm,female,79,0,1,0,0,0
0643-oklrp,female,73,0,1,1,0,0
9381-ndkme,female,74,0,1,1,0,0
8327-lzkas,female,80,0,1,1,0,0
1075-bgwoh,male,69,0,1,1,0,0
8485-gjcdn,female,71,0,1,0,0,0
3317-hrtnn,female,79,0,1,0,0,0
5569-ouicf,female,67,0,1,1,0,0
5747-pmbsq,male,72,0,1,1,0,0
2982-ihmft,female,75,0,1,0,0,0
5143-egqfk,female,76,0,1,0,0,0
6168-wfvvf,female,69,0,1,0,0,0
7450-nwrtr,male,76,0,1,0,0,0
6005-obzph,female,68,0,1,0,0,0
7932-wptds,female,77,0,1,1,0,0
7000-wcevq,female,67,0,1,0,0,0
5959-belxa,male,67,0,1,0,0,0
2506-tnfco,female,76,0,1,1,0,0
6060-drtnl,female,66,0,1,0,0,0
8473-vuvjn,male,80,0,1,0,0,0
0196-vulgz,female,78,0,1,1,0,0
1976-cfocs,female,69,0,1,1,0,0
4631-oacrm,male,78,0,1,0,0,0
3755-jbmnh,male,78,0,1,1,0,0
6345-ulyrw,male,68,0,1,1,0,0
0013-exchz,female,75,0,1,1,0,0
5550-vfrlc,female,70,0,1,0,0,0
2657-almwy,female,65,0,1,1,0,0
6284-ahooq,male,71,0,1,0,0,0
2460-fpsyh,female,72,0,1,0,0,0
5028-htljb,male,69,0,1,0,0,0
6982-uqzly,female,80,0,1,1,0,0
0193-eszxp,female,73,0,1,1,0,0
4369-htuif,male,73,0,1,0,0,0
5287-qwlky,male,79,0,1,1,0,0
1891-uawwu,female,79,0,1,1,0,0
3096-jrdso,female,73,0,1,1,0,0
2398-ypmur,female,77,0,1,1,0,0
1265-xtecc,female,68,0,1,1,0,0
4871-jtkjf,female,70,0,1,0,0,0
1415-yfwlt,female,68,0,1,0,0,0
3500-rmzlt,female,76,0,1,0,0,0
2642-dtvco,male,68,0,1,0,0,0
1363-txlsl,male,80,0,1,1,0,0
7136-rvdtz,male,79,0,1,0,0,0
6927-wtfiv,male,78,0,1,0,0,0
3398-zouaa,male,76,0,1,1,0,0
4844-jjwuy,female,65,0,1,0,0,0
4785-qrjhc,male,80,0,1,1,0,0
1965-aktsx,female,65,0,1,0,0,0
7248-vzqlc,female,78,0,1,0,0,0
0011-igkff,male,78,0,1,1,0,0
6496-slwhq,male,68,0,1,0,0,0
9912-gvseq,female,73,0,1,1,0,0
5383-mmtwc,female,75,0,1,1,0,0
6877-lgwxo,male,66,0,1,1,0,0
1324-nltje,female,73,0,1,0,0,0
5567-wsele,male,70,0,1,1,0,0
6646-vrfol,male,74,0,1,1,0,0
9090-sgqxl,male,70,0,1,1,0,0
6595-ygxit,male,71,0,1,0,0,0
9835-ziitk,male,66,0,1,1,0,0
5649-tjhov,male,68,0,1,1,0,0
9253-qxkbe,male,73,0,1,1,0,0
8775-lhdjh,female,77,0,1,1,0,0
3097-nqysn,male,73,0,1,1,0,0
3565-unocc,female,65,0,1,1,0,0
9190-mfjln,male,65,0,1,0,0,0
1095-judtc,female,78,0,1,0,0,0
5385-suiri,male,69,0,1,1,0,0
6328-zpbgn,female,67,0,1,0,0,0
2856-nnasm,male,74,0,1,0,0,0
6769-dybqn,male,77,0,1,0,0,0
2446-beggb,female,79,0,1,0,0,0
1496-ggsuk,female,68,0,1,0,0,0
3296-silra,female,76,0,1,1,0,0
5180-uciiq,male,80,0,1,1,1,2
1977-stdki,female,72,0,1,0,0,0
5813-uecbu,male,78,0,1,0,0,0
4342-hentk,female,67,0,1,0,0,0
1597-lhync,female,74,0,1,0,0,0
8651-enbzx,female,68,0,1,0,0,0
9286-dojgf,female,66,0,1,1,0,0
9661-mhumo,male,71,0,1,1,1,1
8884-adfvn,male,65,0,1,1,0,0
2720-wgkhp,male,65,0,1,0,0,0
9776-cluja,female,69,0,1,1,0,0
3551-huazh,male,68,0,1,0,0,0
8634-mphtr,male,68,0,1,1,0,0
2474-brucm,male,76,0,1,1,0,0
0616-atfgb,male,74,0,1,1,0,0
7235-nxzcp,male,79,0,1,0,0,0
6661-hbgwl,female,69,0,1,0,0,0
9317-wzpgv,female,74,0,1,0,0,0
7632-mnyoy,male,69,0,1,0,0,0
9248-ojykk,male,74,0,1,0,0,0
3398-fshon,female,79,0,1,0,0,0
3319-dwoep,male,69,0,1,1,0,0
0818-ocpzo,male,80,0,1,0,0,0
1389-cxmlu,male,65,0,1,0,0,0
5561-nwevx,female,78,0,1,1,0,0
2272-qagfo,female,75,0,1,0,0,0
3768-nlubh,male,73,0,1,1,0,0
7359-ssbjk,female,80,0,1,0,0,0
0685-mlyym,female,74,0,1,0,0,0
7957-ryhqd,female,65,0,1,0,0,0
6230-bsuxy,female,71,0,1,0,0,0
3990-qykbe,male,74,0,1,1,0,0
9274-cnfmo,male,76,0,1,1,0,0
3005-nfmta,male,73,0,1,0,0,0
5389-ffvkb,male,71,0,1,1,0,0
8444-wridw,female,72,0,1,0,0,0
5868-ywpdw,male,76,0,1,1,0,0
1273-mteti,female,69,0,1,0,0,0
5480-hprrx,female,80,0,1,0,0,0
7234-fecyn,female,78,0,1,0,0,0
1400-mmyxy,male,71,0,1,1,0,0
7142-hvgbg,male,73,0,1,1,0,0
1564-ntyxf,female,79,0,1,0,0,0
0886-qgenl,female,72,0,1,1,0,0
8739-wwkdu,male,69,0,1,0,0,0
8685-whqpw,female,79,0,1,0,0,0
7240-fqlhe,female,68,0,1,1,0,0
6664-fpdac,female,77,0,1,0,0,0
0786-vssud,male,68,0,1,0,0,0
6583-qgcsi,female,79,0,1,1,0,0
1980-kxvpm,female,68,0,1,0,0,0
0723-drclg,female,73,0,1,1,0,0
6894-lfhly,male,79,0,1,0,0,0
8361-ltmkd,male,75,0,1,1,0,0
3841-nfecx,female,69,0,1,1,0,0
4929-xihvw,male,79,0,1,1,0,0
3413-bmnze,male,71,0,1,0,0,0
8012-soudq,female,65,0,1,0,0,0
6575-suvoi,female,65,0,1,1,0,0
4667-qonea,female,72,0,1,1,0,0
5067-xjqfu,male,77,0,1,1,0,0
1891-qrqsa,male,71,0,1,1,0,0
2673-cxqeu,female,73,0,1,0,0,0
0191-zhskz,male,80,0,1,0,0,0
2424-wvhpl,male,79,0,1,0,0,0
5386-thslq,female,65,0,1,1,0,0
2639-ugmaz,male,73,0,1,0,0,0
3146-msegf,female,71,0,1,1,0,0
1131-qqzeb,male,66,0,1,1,0,0
2504-dshih,male,66,0,1,1,0,0
9058-hrzsv,female,77,0,1,1,0,0
4522-akylr,female,68,0,1,0,0,0
0221-wmxnq,male,66,0,1,0,0,0
5046-nuhwd,female,69,0,1,1,0,0
7529-zdfxi,male,79,0,1,1,0,0
3197-arfoy,female,67,0,1,0,0,0
4716-hhkqh,male,68,0,1,1,0,0
3179-gbrwv,male,79,0,1,1,0,0
4847-tajyi,female,77,0,1,0,0,0
6851-wefyx,male,73,0,1,1,0,0
3167-snqpl,male,71,0,1,1,1,1
2799-arnlo,female,67,0,1,1,0,0
5701-yvsvf,female,68,0,1,1,0,0
5697-gombf,female,75,0,1,1,1,3
2739-cacdq,female,79,0,1,0,0,0
6035-bxtty,female,69,0,1,0,0,0
0021-ikxgc,female,72,0,1,0,0,0
4654-dlamq,female,69,0,1,1,0,0
4115-nzrks,female,72,0,1,0,0,0
3351-ngxyi,female,70,0,1,0,0,0
8204-yjcla,male,78,0,1,1,0,0
0224-rlwwd,female,73,0,1,0,0,0
3951-njcvi,female,76,0,1,1,0,0
0177-pxbat,male,78,0,1,1,0,0
2519-erqoj,male,74,0,1,0,0,0
0111-klbqg,male,71,0,1,1,1,1
1996-dbmus,female,72,0,1,1,0,0
2055-sifss,female,75,0,1,1,0,0
2806-mlnti,male,79,0,1,1,0,0
5628-rkifk,female,76,0,1,0,0,0
5760-wrahc,female,78,0,1,0,0,0
1480-bkxga,male,75,0,1,1,0,0
9076-axyik,male,66,0,1,1,0,0
4933-ikulf,female,71,0,1,0,0,0
3780-ddgse,male,77,0,1,1,1,1
5756-ozrio,male,73,0,1,1,0,0
4513-cxyix,female,73,0,1,1,0,0
4332-muoez,male,78,0,1,1,0,0
6705-lxorm,female,79,0,1,1,0,0
4109-cyrbd,male,77,0,1,1,0,0
8606-ciqul,male,77,0,1,1,1,1
0356-obmac,female,80,0,1,0,0,0
1297-vqdrp,male,80,0,1,1,1,1
4676-mquea,male,80,0,1,1,0,0
7025-wcbne,male,74,0,1,0,0,0
6030-rehux,female,76,0,1,1,0,0
6689-vrrtk,female,71,0,1,0,0,0
7134-mjpdy,female,69,0,1,0,0,0
4881-jvqod,male,73,0,1,1,1,3
6797-ucjhz,female,74,0,1,1,0,0
2469-dtsgx,female,72,0,1,0,0,0
4908-xaxay,female,70,0,1,0,0,0
3509-gwqgf,male,74,0,1,0,0,0
3729-owrvl,male,80,0,1,0,0,0
7251-ljbqn,female,74,0,1,0,0,0
2682-kevrp,female,65,0,1,0,0,0
9978-hycin,male,72,0,1,1,1,1
8329-utmvm,male,76,0,1,0,0,0
6952-omnwb,male,75,0,1,1,0,0
6549-ymfaw,male,70,0,1,1,0,0
1307-tvufb,male,66,0,1,0,0,0
7503-mioga,female,68,0,1,1,0,0
2499-ajyua,female,69,0,1,1,0,0
6919-elbgl,male,75,0,1,1,0,0
3966-hrmza,female,74,0,1,0,0,0
5671-rqrlp,female,72,0,1,1,0,0
4785-nkhcx,male,65,0,1,0,0,0
4250-waroz,male,70,0,1,1,1,3
3523-brguw,male,65,0,1,0,0,0
2123-ageen,female,66,0,1,0,0,0
1258-ymznm,female,70,0,1,0,0,0
6259-wjqlc,male,77,0,1,0,0,0
7508-smhxl,female,72,0,1,0,0,0
3956-cjust,female,67,0,1,0,0,0
4824-gucby,female,77,0,1,0,0,0
6630-ujzmy,female,73,0,1,1,0,0
9904-ehevj,female,66,0,1,1,1,1
2826-dxlqo,male,80,0,1,1,0,0
9489-utfka,male,76,0,1,1,0,0
4849-pyrlq,female,80,0,1,0,0,0
2858-eimxh,female,69,0,1,1,0,0
6419-zttle,male,69,0,1,1,0,0
8242-soquo,female,73,0,1,0,0,0
7460-itwwp,female,67,0,1,1,0,0
7868-tmwmz,female,69,0,1,1,0,0
4829-zljtk,female,80,0,1,1,0,0
8883-grdwq,male,68,0,1,0,0,0
9845-peeko,female,71,0,1,0,0,0
1751-ncdli,male,74,0,1,1,0,0
2176-lvpnx,female,69,0,1,0,0,0
3452-abwrl,male,70,0,1,0,0,0
1779-pwpmg,female,73,0,1,1,0,0
3082-wqrvy,male,73,0,1,1,0,0
2460-ngxbj,male,65,0,1,1,1,1
5268-dsmnq,female,65,0,1,1,0,0
6242-mbhpk,female,67,0,1,1,0,0
4782-osfxz,female,72,0,1,1,0,0
1282-ihqac,male,68,0,1,0,0,0
1641-rqday,female,77,0,1,1,1,2
5461-qkntn,male,71,0,1,1,0,0
8089-uzwlx,female,75,0,1,0,0,0
4468-kazhe,female,70,0,1,1,0,0
1543-lllft,male,77,0,1,1,0,0
6507-zjsur,male,76,0,1,1,0,0
9220-znkji,female,67,0,1,1,0,0
0723-vsobe,female,67,0,1,0,0,0
1004-noznr,male,71,0,1,0,1,2
1251-stysz,female,66,0,1,0,0,0
9681-kygyb,male,75,0,1,1,0,0
7005-cyuil,female,78,0,1,1,0,0
2388-laesq,female,74,0,1,1,0,0
3108-pccgg,male,75,0,1,1,0,0
6729-gdngc,female,71,0,1,0,0,0
4238-hfhsn,male,66,0,1,1,0,0
2692-bucfv,male,79,0,1,0,0,0
5651-wyiph,female,69,0,1,0,0,0
8752-ghjfu,male,70,0,1,1,0,0
6896-srvyq,male,69,0,1,0,0,0
9052-vkduw,female,68,0,1,1,0,0
2480-ejwyp,female,66,0,1,1,0,0
6806-ydeul,female,67,0,1,0,0,0
0222-cnvpt,male,69,0,1,0,0,0
6048-uwkal,female,73,0,1,1,0,0
9290-shcmb,female,74,0,1,0,0,0
2277-bkjkn,female,70,0,1,1,0,0
8016-zmgmo,female,73,0,1,1,0,0
1728-cxqbe,male,79,0,1,1,0,0
0481-sumcb,female,74,0,1,0,0,0
2811-povex,female,74,0,1,1,1,3
7905-njmxs,male,68,0,1,1,0,0
3223-dwfio,male,77,0,1,0,0,0
3292-pbzej,male,75,0,1,0,0,0
0993-osgpt,female,78,0,1,1,0,0
7108-dgvuu,female,73,0,1,1,0,0
9906-nhhvc,female,75,0,1,0,0,0
8152-uobny,female,66,0,1,0,0,0
7351-kyhqh,female,67,0,1,0,0,0
6374-ntqlp,male,67,0,1,1,1,2
6267-dcffz,female,68,0,1,1,0,0
2439-lypmq,male,79,0,1,1,0,0
7426-weijx,male,71,0,1,1,1,1
3761-flyzi,female,69,0,1,1,0,0
1060-entof,female,70,0,1,1,0,0
0999-qxnsa,male,72,0,1,0,1,1
9365-srsze,male,71,0,1,1,0,0
4918-fyjnt,female,68,0,1,1,0,0
