customer_id,city,zip_code
6705-lxorm,perris,92570
4109-cyrbd,menifee,92584
8606-ciqul,temecula,92591
0356-obmac,winchester,92596
1297-vqdrp,foothill ranch,92610
4676-mquea,laguna beach,92651
7025-wcbne,santa ana,92705
6030-rehux,fountain valley,92708
6522-yrbxd,anaheim,92802
6689-vrrtk,camarillo,93010
7134-mjpdy,moorpark,93021
4881-jvqod,oxnard,93030
6797-ucjhz,simi valley,93065
2469-dtsgx,somis,93066
4908-xaxay,buttonwillow,93206
3509-gwqgf,ducor,93218
3729-owrvl,pixley,93256
7251-ljbqn,strathmore,93267
2682-kevrp,woodlake,93286
9978-hycin,bakersfield,93301
8329-utmvm,bakersfield,93313
6952-omnwb,creston,93432
6549-ymfaw,los olivos,93441
1307-tvufb,santa ynez,93460
7503-mioga,shandon,93461
2499-ajyua,benton,93512
6919-elbgl,big pine,93513
3966-hrmza,bishop,93514
5671-rqrlp,fowler,93625
4785-nkhcx,o neals,93645
4250-waroz,fresno,93701
3523-brguw,los altos,94022
2123-ageen,millbrae,94030
1258-ymznm,montara,94037
6259-wjqlc,pacifica,94044
7508-smhxl,san francisco,94109
3956-cjust,san francisco,94115
4824-gucby,san francisco,94127
6630-ujzmy,palo alto,94306
9904-ehevj,bethel island,94511
2826-dxlqo,el cerrito,94530
9489-utfka,travis afb,94535
4849-pyrlq,fremont,94536
2858-eimxh,vallejo,94592
6419-zttle,yountville,94599
8242-soquo,oakland,94619
7460-itwwp,oakland,94621
7868-tmwmz,berkeley,94703
4829-zljtk,penngrove,94951
8883-grdwq,stinson beach,94970
9845-peeko,brookdale,95007
1751-ncdli,castroville,95012
2176-lvpnx,san jose,95113
3452-abwrl,san jose,95132
1779-pwpmg,san jose,95139
3082-wqrvy,stockton,95203
2460-ngxbj,stockton,95206
5268-dsmnq,farmington,95230
6242-mbhpk,hathaway pines,95233
4782-osfxz,lodi,95242
1282-ihqac,sheep ranch,95251
1641-rqday,wallace,95254
5461-qkntn,catheys valley,95306
8089-uzwlx,el nido,95317
4468-kazhe,hughson,95326
1543-lllft,waterford,95386
6507-zjsur,albion,95410
9220-znkji,cobb,95426
0723-vsobe,dos rios,95429
1004-noznr,glen ellen,95442
1251-stysz,glenhaven,95443
9681-kygyb,kelseyville,95451
7005-cyuil,laytonville,95454
2388-laesq,manchester,95459
3108-pccgg,redwood valley,95470
6729-gdngc,westport,95488
4238-hfhsn,elverta,95626
2692-bucfv,shingle springs,95682
5651-wyiph,vacaville,95688
8752-ghjfu,applegate,95703
6896-srvyq,camino,95709
9052-vkduw,pollock pines,95726
2480-ejwyp,roseville,95747
6806-ydeul,sacramento,95817
0222-cnvpt,sacramento,95820
6048-uwkal,beale afb,95903
9290-shcmb,brownsville,95919
2277-bkjkn,camptonville,95922
8016-zmgmo,colusa,95932
1728-cxqbe,glenn,95943
0481-sumcb,greenville,95947
2811-povex,live oak,95953
7905-njmxs,williams,95987
9957-yodkz,canby,96015
3223-dwfio,forks of salmon,96031
3292-pbzej,greenview,96037
0993-osgpt,junction city,96048
7108-dgvuu,lookout,96054
9906-nhhvc,macdoel,96058
8152-uobny,mineral,96063
7351-kyhqh,fallbrook,92028
6374-ntqlp,trinity center,96091
6267-dcffz,madeline,96119
2439-lypmq,milford,96121
7426-weijx,olympic valley,96146
3761-flyzi,los angeles,90011
1060-entof,los angeles,90028
0999-qxnsa,los angeles,90029
9365-srsze,los angeles,90036
4918-fyjnt,los angeles,90063
4854-cidcf,los angeles,90065
3280-mrdof,los angeles,90067
6407-utslv,compton,90222
5935-fccnb,downey,90242
9705-iovqq,huntington park,90255
1320-rehcs,inglewood,90301
2057-boykm,inglewood,90305
0134-xwxce,santa monica,90403
2307-fynnl,la mirada,90638
5605-xnwen,montebello,90640
2519-lbnql,artesia,90701
8623-ulfnq,cerritos,90703
7789-hksbs,lakewood,90713
2070-xymfh,long beach,90815
5663-qbgis,la canada flintridge,91011
3402-xriuo,glendale,91201
8058-dmyru,glendale,91208
3537-rybhh,northridge,91324
0523-vngtf,sun valley,91352
7105-mxjll,valencia,91355
7064-frrsw,tarzana,91356
1636-ntnco,valley village,91607
3219-jqrsl,monterey park,91755
1845-csbrz,pomona,91766
3723-bfbgr,borrego springs,92004
5692-icxlw,escondido,92027
7020-ozkxz,vista,92084
0308-giqjt,san diego,92126
8775-erlnb,indio,92203
8309-ieyjd,indian wells,92210
7361-ypxfs,brawley,92227
6557-bzxlq,cabazon,92230
4832-vrbmr,parker dam,92267
7901-tbkjx,twentynine palms,92278
9919-fzded,yucca valley,92284
7206-pqbbz,fontana,92336
4079-vtglk,riverside,92501
2931-vuvjn,murrieta,92562
2878-rmwxy,temecula,92590
7375-wmvmt,wildomar,92595
7622-fwgew,costa mesa,92626
0380-neavx,newport beach,92660
8495-ljdfo,rancho santa margarita,92688
1302-uhbdd,ladera ranch,92694
3597-yaszg,tustin,92782
3420-zdbma,brea,92821
3398-gcpmu,fullerton,92833
1013-qcwam,garden grove,92841
0336-pikei,orange,92869
7322-ocwhc,placentia,92870
5732-ikgqh,camarillo,93012
0093-exyql,ojai,93023
9168-inpsz,port hueneme,93041
0015-uocoj,simi valley,93063
5334-afqjb,simi valley,93065
2754-sdjrd,somis,93066
1465-lntlj,santa barbara,93109
4706-dgahw,california hot springs,93207
8552-obvru,ivanhoe,93235
9776-ojuzi,lost hills,93249
0869-paprp,pixley,93256
4238-jsswh,porterville,93257
9121-phqsr,stratford,93266
9796-mvyxx,weldon,93283
7268-igmfd,avila beach,93424
0013-smeoe,lompoc,93437
2573-gyruu,san miguel,93451
6486-lhtma,california city,93505
4083-bfnyk,acton,93510
1089-hdmkp,bridgeport,93517
0141-yeays,fallbrook,92028
9603-oaihc,palmdale,93551
8406-lnmhf,temecula,92592
0023-uyupn,ahwahnee,93601
6360-svnwv,big creek,93605
9050-ikdza,clovis,93611
1197-bvmvg,friant,93626
5198-efnbm,kingsburg,93631
7516-gmhuv,lakeshore,93634
6614-ywysc,sultana,93666
8735-sdufn,salinas,93908
7016-nvric,chualar,93925
9825-ycxwz,loma mar,94021
2000-dhjuy,menlo park,94025
9796-bpkiw,redwood city,94063
9137-noqka,south san francisco,94080
7748-umtrk,san francisco,94132
6463-mvyry,palo alto,94301
4526-zjjtm,san mateo,94403
5315-ckeqk,castro valley,94546
0907-hqnts,pittsburg,94565
8250-znggw,rio vista,94571
8166-orchu,oakland,94605
1855-cfulu,oakland,94619
8628-mfkax,san pablo,94806
9508-ilzdg,dillon beach,94929
6128-aqbmt,nicasio,94946
4295-yuret,san quentin,94964
7693-qpefs,davenport,95017
0924-bjcrc,felton,95018
5533-nhfrf,san jose,95132
4360-qrave,farmington,95230
8433-wpjtv,french camp,95231
5387-asznz,cressey,95312
2277-djjdl,la grange,95329
6963-ezqee,midpines,95345
2452-kdrrh,mi wuk village,95346
5248-rpyww,turlock,95382
7923-iyjwy,twain harte,95383
1658-tjvoa,cazadero,95421
0674-dgmaq,elk,95432
2761-xecqw,glenhaven,95443
8059-udzfy,lucerne,95458
7740-btpux,manchester,95459
8648-pfrmp,ferndale,95536
8996-zroxe,miranda,95553
2207-qpjed,somes bar,95568
0516-qreyc,capay,95607
3865-qbwsj,courtland,95615
5857-tybcj,dixon,95620
4176-reljr,elmira,95625
7924-gjzfi,jackson,95642
5897-zyekh,lincoln,95648
5456-itgic,loomis,95650
8070-aawzp,sheridan,95681
6860-yrjzp,sacramento,95820
9391-dxggg,sacramento,95832
9844-felaj,sacramento,95833
8395-etzkq,sacramento,95841
8336-tavkx,berry creek,95916
0581-bxbub,penn valley,95946
5150-itwwb,hamilton city,95951
9281-ofdmf,meadow valley,95956
7636-owbpg,redding,96001
0549-cycqn,flournoy,96029
0928-jmxnp,los molinos,96055
3629-znkxa,seiad valley,96086
4827-ltqrj,shasta,96087
0136-ifmyd,los angeles,90001
5144-tvglp,los angeles,90002
9659-ztwsm,los angeles,90013
2195-vvrjf,los angeles,90018
1125-snvck,los angeles,90040
2545-ebupk,los angeles,90045
2172-ejxvf,los angeles,90047
8659-hdiye,los angeles,90067
4680-kutaj,beverly hills,90212
2883-ilgwo,compton,90222
1167-oyzjf,santa monica,90402
4806-dxqce,santa monica,90404
5996-nrvxr,los alamitos,90720
0100-duvfc,wilmington,90744
5397-tupsh,carson,90745
6773-lqtvt,long beach,90803
9402-orrah,la canada flintridge,91011
4840-orqxb,sierra madre,91024
3982-dqlus,sunland,91040
3756-vnwdh,pasadena,91101
2921-xwdjh,glendale,91202
9799-cayjj,west hills,91307
6814-zpwfq,santa clarita,91350
5019-gqvcr,westlake village,91361
2880-fpnae,van nuys,91405
1568-bekzm,baldwin park,91706
2045-bmbtj,south el monte,91733
6741-egcbi,hacienda heights,91745
1730-zmame,ontario,91762
5913-inrqv,upland,91786
6185-tasnn,chula vista,91913
1925-lfczz,potrero,91963
8707-rmezh,tecate,91980
9373-wsloy,carlsbad,92008
9819-fbnsv,el cajon,92019
9544-pypsj,el cajon,92020
3878-avsoq,la jolla,92037
3258-sysws,lakeside,92040
0512-flfdw,palomar mountain,92060
2107-fbptk,ramona,92065
1016-djtsv,santee,92071
5699-bncas,valley center,92082
2900-phpln,vista,92083
4039-pimhx,san diego,92102
7826-vvkwt,san diego,92114
5288-ahoup,palm desert,92260
7134-hbpbs,adelanto,92301
4415-wngvr,daggett,92327
1309-xgfsn,pinon hills,92372
0650-bwozn,aguanga,92536
4304-xumgi,moreno valley,92557
9481-iebzy,nuevo,92567
1080-bwsye,irvine,92618
3786-wovkf,anaheim,92807
5816-scgfc,fullerton,92835
9278-vzkcd,norco,92860
8261-gwdbq,corona,92880
6173-golsu,oak view,93022
8720-rqsbj,armona,93202
7225-cbzpl,earlimart,93219
3692-jhonh,kettleman city,93239
1200-tuzhr,posey,93260
7130-ctcus,springville,93265
0420-hlgxf,visalia,93291
3657-cogmw,san luis obispo,93405
4334-howrp,cambria,93428
4098-naukp,oceano,93445
3308-jsgml,shandon,93461
6199-iwkgc,benton,93512
2675-dhutr,big pine,93513
7446-ypode,bridgeport,93517
9522-bnthx,caliente,93518
0531-zzjwq,fallbrook,92028
2688-bhgog,olancha,93549
0916-qofdp,randsburg,93554
8910-ledag,prather,93651
3452-gwuin,raisin city,93652
7278-ckdnc,fresno,93701
8450-uyibu,fresno,93703
3836-fzsdj,fresno,93720
0187-qsxoe,fresno,93725
7733-udmtp,fresno,93726
6904-jlbgy,salinas,93905
6917-yacbp,escondido,92027
4223-wozcm,carmel,93923
5917-ryrmg,jolon,93928
8224-dwckx,burlingame,94010
1768-hnvgj,mountain view,94043
4395-pzmsn,san gregorio,94074
5446-dkwyw,san francisco,94103
8107-kncim,san francisco,94111
5451-yhypw,san francisco,94129
7629-wfglw,palo alto,94301
8818-dopvl,el cerrito,94530
7044-yaacc,napa,94559
8189-xrike,newark,94560
3740-rlmvt,saint helena,94574
2186-qzeya,san leandro,94579
5599-hvltw,oakland,94609
9208-olgaq,berkeley,94709
3244-cqphu,berkeley,94710
2674-mlxmn,richmond,94801
9708-hpxwz,el sobrante,94803
5792-jalqc,san rafael,94901
