customer_id,contract_type,has_paperless_billing,payment_method,monthly_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
1866-rzzqs,month-to-month,1,bank withdrawal,98.4,4187.75,0.0,0.0,1724.46,5912.21
8631-nbhfz,two year,0,credit card,79.4,5154.6,0.0,150.0,1981.98,7286.58
4958-xcbdq,month-to-month,1,bank withdrawal,101.4,3496.3,0.0,0.0,1389.15,4885.45
8337-upoaq,month-to-month,1,bank withdrawal,89.8,914.3,0.0,0.0,168.8,1083.1
6712-oawrh,month-to-month,1,bank withdrawal,91.25,2351.8,0.0,0.0,901.94,3253.74
5914-dvbwj,month-to-month,1,bank withdrawal,85.45,1505.85,0.0,0.0,42.48,1548.33
8644-xlfbw,month-to-month,1,bank withdrawal,71.65,71.65,0.0,0.0,28.46,100.11
1833-vgrum,month-to-month,1,bank withdrawal,74.2,74.2,0.0,0.0,48.95,123.15
8374-xgejj,month-to-month,1,bank withdrawal,101.0,4388.4,0.0,150.0,1343.75,5882.15
6946-lmsqs,one year,1,bank withdrawal,89.05,2177.45,0.0,0.0,840.75,3018.2
4039-heunw,month-to-month,1,bank withdrawal,96.5,3436.1,0.0,0.0,597.96,4034.06
0812-wuptb,month-to-month,0,credit card,70.85,70.85,0.0,0.0,49.6,120.45
2403-bcasl,one year,1,bank withdrawal,111.95,4534.9,0.0,0.0,1846.64,6381.54
3871-ikpyh,month-to-month,0,bank withdrawal,69.1,69.1,0.0,0.0,16.19,85.29
1304-necvq,month-to-month,1,bank withdrawal,78.55,149.55,0.0,0.0,87.92,237.47
5655-jsmzm,month-to-month,1,bank withdrawal,96.2,4718.25,0.0,0.0,1585.64,6303.89
4505-exzhb,month-to-month,0,bank withdrawal,74.4,434.1,0.0,20.0,53.46,507.56
8972-hjwnv,month-to-month,1,bank withdrawal,84.55,646.85,0.0,0.0,150.01,796.86
2860-ranus,month-to-month,1,credit card,85.8,1727.5,0.0,0.0,585.8,2313.3
0406-bpdvr,one year,1,credit card,101.5,5373.1,0.0,0.0,1808.46,7181.56
5276-kqwhg,month-to-month,1,bank withdrawal,69.6,131.65,0.0,0.0,30.64,162.29
9667-eqrxu,month-to-month,1,bank withdrawal,40.3,1172.95,0.0,100.0,0.0,1272.95
0946-cljti,month-to-month,1,bank withdrawal,98.7,5812.6,0.0,0.0,184.44,5997.04
0324-brpcj,month-to-month,1,bank withdrawal,100.2,6851.65,0.0,0.0,1450.44,8302.09
9189-jwshv,month-to-month,1,bank withdrawal,93.55,2264.05,0.0,0.0,321.12,2585.17
0576-wnxxc,month-to-month,1,bank withdrawal,95.55,2510.2,0.0,0.0,1066.23,3576.43
5482-plvpe,month-to-month,0,bank withdrawal,24.35,41.85,0.0,0.0,0.0,41.85
4902-ohlsk,month-to-month,0,bank withdrawal,98.65,2862.75,0.0,0.0,608.42,3471.17
0495-zbngw,month-to-month,1,bank withdrawal,79.9,343.95,0.0,20.0,33.3,397.25
2357-coqek,month-to-month,1,bank withdrawal,103.3,2890.65,0.0,0.0,787.92,3678.57
2034-cgrhz,month-to-month,1,credit card,102.95,2496.7,0.0,0.0,77.52,2574.22
9360-ahgnl,one year,1,credit card,109.55,4830.25,0.0,0.0,376.25,5206.5
5485-wuywf,month-to-month,0,bank withdrawal,66.4,94.55,0.0,0.0,11.14,105.69
2632-ucgvd,month-to-month,1,credit card,100.05,6871.9,0.0,0.0,3290.1,10162.0
6425-yqllo,one year,1,credit card,105.95,6975.25,0.0,0.0,1831.5,8806.75
2091-rffba,month-to-month,1,bank withdrawal,73.9,2217.15,0.0,0.0,478.33,2695.48
6899-ppeea,month-to-month,1,bank withdrawal,96.55,3580.3,0.0,0.0,122.1,3702.4
4597-nucqv,month-to-month,1,bank withdrawal,101.25,2440.15,0.0,0.0,695.52,3135.67
3754-dxmrt,month-to-month,1,bank withdrawal,44.15,92.65,0.0,0.0,87.32,179.97
7130-vtewq,month-to-month,1,bank withdrawal,75.75,606.25,0.0,0.0,110.4,716.65
1704-nrwye,month-to-month,1,bank withdrawal,80.85,751.65,0.0,0.0,390.06,1141.71
7481-atqqs,month-to-month,1,credit card,90.85,4515.85,0.0,0.0,2199.12,6714.97
0023-hghwl,month-to-month,1,bank withdrawal,25.1,25.1,0.0,0.0,0.0,25.1
1792-uxafy,month-to-month,1,bank withdrawal,89.15,1496.9,0.0,0.0,516.29,2013.19
6161-uuuta,month-to-month,1,bank withdrawal,79.9,260.9,0.0,0.0,8.94,269.84
6543-xrmyr,month-to-month,1,bank withdrawal,99.7,2967.35,0.0,80.0,1308.3,4355.65
2479-bramr,month-to-month,1,bank withdrawal,83.75,3273.55,0.0,0.0,1879.44,5152.99
3714-jtvov,month-to-month,1,credit card,74.15,3229.4,0.0,0.0,121.8,3351.2
8580-qvloc,two year,0,credit card,92.45,6440.25,0.0,0.0,1855.44,8295.69
2012-nwrpa,month-to-month,1,bank withdrawal,99.55,1131.2,0.0,0.0,14.08,1145.28
